# component component_index family logAge MH Zini Mini Mass radius_rsun Teff_K logg Vmag Imag Jmag_2mass Hmag_2mass Ksmag_2mass
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.0900000036 0.09 0.1168564382 2426.610095 5.254 17.913 13.41 11.023 10.483 10.251
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.0911814719 0.091 0.118209572 2446.245276 5.25 17.853 13.352 10.965 10.425 10.192
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.0981802419 0.098 0.1261399472 2560.943517 5.226 17.499 13.012 10.626 10.086 9.85
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.1000000015 0.1 0.1281895565 2590.597845 5.219 17.41 12.927 10.541 10.001 9.764
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.1023378372 0.102 0.1306630059 2615.170448 5.213 17.278 12.828 10.461 9.92 9.682
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.1200000048 0.12 0.1493663075 2793.830151 5.166 15.804 11.955 9.959 9.402 9.151
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.1246369928 0.125 0.1538695362 2824.879975 5.156 15.548 11.797 9.86 9.3 9.047
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.1400000006 0.14 0.1687145915 2920.78776 5.127 14.772 11.328 9.555 8.989 8.736
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.1599999964 0.16 0.1866176193 3013.699874 5.097 14.051 10.875 9.235 8.665 8.414
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.1608190686 0.161 0.1873495459 3016.476873 5.096 14.028 10.859 9.224 8.654 8.403
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.200000003 0.2 0.2200658456 3142.67883 5.052 13.067 10.23 8.748 8.173 7.928
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.25 0.25 0.2580789867 3252.370401 5.01 12.275 9.669 8.29 7.711 7.474
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.3115883172 0.312 0.3045458213 3349.654392 4.961 11.574 9.138 7.836 7.252 7.02
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.3320811391 0.332 0.3244536355 3376.758486 4.934 11.352 8.957 7.674 7.087 6.858
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.3493840694 0.349 0.3386512203 3401.731253 4.919 11.182 8.824 7.557 6.969 6.741
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.3500000536 0.35 0.3388852331 3402.51462 4.919 11.176 8.819 7.553 6.965 6.737
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.4000000358 0.4 0.3824306088 3489.795674 4.872 10.662 8.422 7.211 6.615 6.392
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.4182473719 0.418 0.4004540081 3530.205604 4.851 10.45 8.262 7.074 6.474 6.253
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.4500000179 0.45 0.4312733724 3599.15044 4.819 10.107 8.002 6.853 6.247 6.029
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.4615711272 0.461 0.4431519298 3633.289469 4.806 9.959 7.896 6.765 6.156 5.94
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.5 0.5 0.4827837512 3742.829122 4.767 9.502 7.564 6.488 5.869 5.66
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.5500000119 0.55 0.5342599816 3928.257967 4.72 8.875 7.115 6.116 5.479 5.292
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.6000000238 0.6 0.576570801 4167.734068 4.691 8.249 6.678 5.753 5.097 4.95
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.6016435027 0.601 0.577899934 4177.341687 4.691 8.227 6.663 5.741 5.086 4.94
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.6499999762 0.65 0.6107347688 4455.536441 4.676 7.6 6.251 5.41 4.78 4.671
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.7000001073 0.7 0.6432097883 4752.257886 4.664 6.996 5.848 5.104 4.552 4.464
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.7067225575 0.707 0.6476683056 4790.7113 4.662 6.922 5.796 5.065 4.524 4.438
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.75 0.75 0.6767879924 5036.165574 4.65 6.486 5.484 4.826 4.352 4.277
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.7894718647 0.789 0.7085208661 5234.79887 4.631 6.142 5.224 4.619 4.193 4.125
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.7983130813 0.798 0.7163951629 5278.372068 4.627 6.07 5.168 4.575 4.158 4.092
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.8121504188 0.812 0.7283709979 5344.412856 4.62 5.96 5.082 4.505 4.103 4.039
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.8466261625 0.846 0.7595434884 5505.540985 4.602 5.698 4.875 4.337 3.969 3.91
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.8949391842 0.894 0.8080768122 5716.102396 4.572 5.361 4.607 4.113 3.783 3.732
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.9261793494 0.925 0.8430486647 5839.827246 4.55 5.159 4.44 3.971 3.661 3.615
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.9432522058 0.943 0.8626857907 5907.449259 4.538 5.051 4.353 3.896 3.596 3.553
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.9796779156 0.979 0.9096045934 6038.095811 4.509 4.829 4.168 3.736 3.457 3.418
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.9915652275 0.991 0.9254493289 6079.949891 4.499 4.759 4.109 3.685 3.412 3.374
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 0.9962468743 0.996 0.9314351967 6095.368972 4.495 4.732 4.086 3.664 3.394 3.356
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.039878368 1.039 0.9941516665 6238.784723 4.457 4.48 3.871 3.473 3.223 3.19
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.065706134 1.065 1.033362375 6319.751476 4.434 4.336 3.747 3.362 3.122 3.092
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.088191509 1.087 1.068692213 6388.516194 4.414 4.213 3.642 3.267 3.036 3.007
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.095167756 1.094 1.080320569 6409.143566 4.408 4.175 3.609 3.238 3.01 2.981
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.127329111 1.126 1.13253764 6505.789392 4.379 4.003 3.461 3.104 2.888 2.861
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.136504412 1.135 1.148028434 6532.809588 4.371 3.955 3.419 3.066 2.854 2.827
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.162239551 1.161 1.190563722 6609.977787 4.349 3.821 3.302 2.961 2.76 2.735
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.184817553 1.184 1.229285177 6675.74901 4.329 3.705 3.202 2.871 2.678 2.654
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.233130455 1.232 1.312056825 6817.105263 4.291 3.466 2.997 2.686 2.513 2.489
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.281443477 1.281 1.39012113 6963.057796 4.256 3.24 2.805 2.515 2.361 2.338
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.329756737 1.329 1.465725504 7117.049723 4.226 3.023 2.624 2.356 2.221 2.199
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.378069639 1.378 1.541532356 7271.098032 4.199 2.816 2.453 2.204 2.088 2.067
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.39646101 1.396 1.570914849 7328.245331 4.188 2.738 2.389 2.148 2.038 2.017
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.42638278 1.426 1.624249138 7413.102413 4.169 2.614 2.284 2.054 1.954 1.934
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.452403784 1.452 1.674760251 7474.807282 4.149 2.507 2.193 1.97 1.877 1.856
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.474695921 1.474 1.72485521 7519.691089 4.13 2.416 2.113 1.895 1.808 1.787
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.478619695 1.478 1.733614955 7526.620171 4.127 2.4 2.098 1.881 1.795 1.774
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.504172087 1.504 1.804897922 7552.661141 4.099 2.297 2.002 1.788 1.705 1.684
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.523008823 1.523 1.86574654 7557.880137 4.076 2.22 1.928 1.715 1.633 1.612
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.532904983 1.532 1.899558377 7559.620603 4.064 2.18 1.889 1.676 1.595 1.573
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.556079507 1.556 1.985421154 7549.183813 4.031 2.087 1.795 1.581 1.499 1.478
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.571321964 1.571 2.048578662 7535.290502 4.008 2.027 1.732 1.517 1.434 1.412
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.572863817 1.572 2.056613323 7533.555637 4.006 2.02 1.726 1.51 1.427 1.405
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.592478037 1.592 2.151555953 7493.763796 3.972 1.943 1.642 1.421 1.335 1.312
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.611894488 1.611 2.262312759 7435.325746 3.933 1.867 1.554 1.326 1.234 1.212
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.619634867 1.619 2.311812698 7406.277837 3.916 1.837 1.518 1.287 1.192 1.169
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.622215033 1.621 2.327837418 7397.755951 3.911 1.827 1.507 1.274 1.179 1.156
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.64231801 1.641 2.468610915 7313.074539 3.866 1.752 1.414 1.171 1.066 1.043
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.661208272 1.66 2.629375699 7201.119202 3.816 1.683 1.321 1.064 0.948 0.923
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.667948127 1.667 2.692480985 7153.193941 3.797 1.659 1.287 1.024 0.902 0.877
thin3 2 thin_disk 9.176091259 -0.25 0.0084736 1.674046874 1.673 2.754562589 7108.860631 3.778 1.638 1.256 0.987 0.86 0.835
